Data,Lançamento,Dcto.,Crédito (R$),Débito (R$),Saldo (R$),,
20/08/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,9,87,,"R$ 2.226,00",97
20/08/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,47,37,,"R$ 2.274,00",34
20/08/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,173,20,,"R$ 2.447,00",54
20/08/2018,RECIBO RETIRADA CB ESPECIE,5882080,,-800,0,"R$ 1.647,00",54
20/08/2018,SAQUE COM CARTAO CB ESPECIE,5882080,,-500,0,"R$ 1.147,00",54
20/08/2018,SAQUE COM CARTAO CB ESPECIE,5882080,,-500,0,"R$ 647,00",54
22/08/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,60,34,,"R$ 707,00",88
27/08/2018,CARTAO VISA ELECTRON CIELO SA,9338296,13,24,,"R$ 721,00",12
27/08/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,68,68,,"R$ 789,00",80
27/08/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,157,96,,"R$ 947,00",76
27/08/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,139,32,,"R$ 1.087,00",8
27/08/2018,SAQUE COM CARTAO CB ESPECIE,5882080,,-532,6,"R$ 555,00",2
29/08/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,236,44,,"R$ 791,00",46
29/08/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,33,36,,"R$ 824,00",82
31/08/2018,CARTAO VISA ELECTRON CIELO SA,9338296,54,94,,"R$ 879,00",76
31/08/2018,CIELO MASTER ANTECIPACAO CIELO SA,9338296,9014,86,,"R$ 9.894,00",62
31/08/2018,CIELO VISA ANTECIPACAO CIELO SA,9338296,1520,20,,"R$ 11.414,00",82
31/08/2018,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,198,94,,"R$ 11.613,00",76
31/08/2018,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,356,66,,"R$ 11.970,00",42
31/08/2018,SAQUE COM CARTAO CB ESPECIE,5882080,,-900,0,"R$ 11.070,00",42
03/09/2018,CARTAO VISA ELECTRON CIELO SA,9338296,145,20,,"R$ 11.215,00",62
03/09/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,53,1,,"R$ 11.268,00",63
03/09/2018,CIELO VDA CREDITO MASTER CIELO SA,9338296,278,91,,"R$ 11.547,00",54
03/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,22,7,,"R$ 11.569,00",61
03/09/2018,CIELO HIPER CREDITO CIELO SA,9338296,37,54,,"R$ 11.607,00",15
10/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,50,4,,"R$ 11.657,00",19
10/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,136,37,,"R$ 11.793,00",56
10/09/2018,CHEQUE COMPENSADO,430,,-700,0,"R$ 11.093,00",56
11/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,143,73,,"R$ 11.237,00",29
11/09/2018,CHEQUE COMPENSADO,435,,-2027,0,"R$ 9.210,00",29
12/09/2018,SAQUE C/C BDN Ag05882maq026085seq0115912090840,6085159,,-500,0,"R$ 8.710,00",29
12/09/2018,SAQUE C/C BDN Ag05882maq026085seq0116412090841,6085164,,-800,0,"R$ 7.910,00",29
12/09/2018,SAQUE C/C BDN Ag05882maq026085seq0116912090843,6085169,,-1000,0,"R$ 6.910,00",29
12/09/2018,SAQUE C/C BDN Ag05882maq026085seq0117412090845,6085174,,-100,0,"R$ 6.810,00",29
12/09/2018,SAQUE C/C BDN Ag05882maq026085seq0117912090846,6085179,,-1250,0,"R$ 5.560,00",29
12/09/2018,SAQUE C/C BDN Ag05882maq026085seq0118412090848,6085184,,-1250,0,"R$ 4.310,00",29
13/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,153,5,,"R$ 4.463,00",34
13/09/2018,SAQUE C/C BDN Ag05882maq026085seq0181213091034,6085812,,-1250,0,"R$ 3.213,00",34
13/09/2018,RECIBO RETIRADA CB ESPECIE,1,,-2250,0,"R$ 963,00",34
14/09/2018,TARIFA BANCARIA CESTA PJ 2,30918,,-49,90,"R$ 913,00",44
17/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 942,00",87
17/09/2018,SAQUE COM CARTAO CB RECEBIMENTOS DIVERSOS,5882080,,-214,26,"R$ 728,00",61
17/09/2018,SAQUE COM CARTAO CB RECEBIMENTOS DIVERSOS,5882080,,-214,26,"R$ 514,00",35
19/09/2018,CARTAO VISA ELECTRON CIELO SA,9338296,128,53,,"R$ 642,00",88
19/09/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,88,30,,"R$ 731,00",18
21/09/2018,BAIXA AUTOMAT POUPANCA*,681723,22,47,,"R$ 753,00",65
21/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,32,87,,"R$ 786,00",52
21/09/2018,CHEQUE COMPENSADO,439,,-1394,0,"-R$ 607,00",48
24/09/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,400,0,,"-R$ 207,00",48
24/09/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,500,0,,"R$ 292,00",52
24/09/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,500,0,,"R$ 792,00",52
24/09/2018,CARTAO VISA ELECTRON CIELO SA,9338296,21,58,,"R$ 814,00",10
24/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,55,92,,"R$ 870,00",2
26/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,22,7,,"R$ 892,00",9
28/09/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,53,96,,"R$ 946,00",5
01/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,14,72,,"R$ 960,00",77
01/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,34,34,,"R$ 995,00",11
01/10/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,16,0,,"R$ 1.011,00",11
01/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,22,57,,"R$ 1.033,00",68
01/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,93,20,,"R$ 1.126,00",88
01/10/2018,CIELO VDA CREDITO MASTER CIELO SA,9338296,266,24,,"R$ 1.393,00",12
01/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 1.422,00",55
01/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,92,22,,"R$ 1.514,00",77
02/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,49,5,,"R$ 1.563,00",82
02/10/2018,CIELO MASTER ANTECIPACAO CIELO SA,9338296,11482,84,,"R$ 13.046,00",66
02/10/2018,CIELO VISA ANTECIPACAO CIELO SA,9338296,2636,92,,"R$ 15.683,00",58
02/10/2018,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,73,67,,"R$ 15.757,00",25
02/10/2018,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,328,22,,"R$ 16.085,00",47
04/10/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,102,31,,"R$ 16.187,00",78
04/10/2018,CIELO VDA CREDITO MASTER CIELO SA,9338296,210,38,,"R$ 16.398,00",16
04/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,23,55,,"R$ 16.421,00",71
04/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,122,64,,"R$ 16.544,00",35
04/10/2018,ENCARGOS DESCOBERTO CC,181003,,-9,42,"R$ 16.534,00",93
04/10/2018,RECIBO RETIRADA CB ESPECIE,1,,-3296,0,"R$ 13.238,00",93
04/10/2018,TAR ADIANT.DEPOSITANTE ADIANT.DEPOSITANTE,210918,,-63,0,"R$ 13.175,00",93
05/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,185,43,,"R$ 13.361,00",36
05/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,119,21,,"R$ 13.480,00",57
08/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,33,36,,"R$ 13.513,00",93
08/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,55,92,,"R$ 13.569,00",85
08/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,34,34,,"R$ 13.604,00",19
08/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,193,28,,"R$ 13.797,00",47
08/10/2018,CHEQUE COMPENSADO,437,,-500,0,"R$ 13.297,00",47
08/10/2018,CONTA DE LUZ INTERNET --COSERN/RN,5975805,,-174,59,"R$ 13.122,00",88
08/10/2018,CONTA DE LUZ INTERNET --COSERN/RN,5975847,,-26,48,"R$ 13.096,00",40
09/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,35,32,,"R$ 13.131,00",72
09/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,35,32,,"R$ 13.167,00",4
09/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,22,57,,"R$ 13.189,00",61
09/10/2018,RECIBO RETIRADA CB ESPECIE,1,,-3500,0,"R$ 9.689,00",61
09/10/2018,SAQUE COM CARTAO CB ESPECIE,5882080,,-1000,0,"R$ 8.689,00",61
11/10/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,179,26,,"R$ 8.868,00",87
11/10/2018,SAQUE C/C BDN Ag05882maq026085seq0668511101010,6085685,,-1000,0,"R$ 7.868,00",87
11/10/2018,SAQUE C/C BDN Ag05882maq026085seq0669211101012,6085692,,-1250,0,"R$ 6.618,00",87
11/10/2018,SAQUE C/C BDN Ag05882maq026085seq0669711101014,6085697,,-1250,0,"R$ 5.368,00",87
11/10/2018,SAQUE C/C BDN Ag05882maq026085seq0670211101015,6085702,,-1250,0,"R$ 4.118,00",87
11/10/2018,SAQUE C/C BDN Ag05882maq026085seq0671411101019,6085714,,-250,0,"R$ 3.868,00",87
15/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,100,56,,"R$ 3.969,00",43
15/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,117,44,,"R$ 4.086,00",87
15/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,95,17,,"R$ 4.182,00",4
15/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,86,34,,"R$ 4.268,00",38
15/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,88,30,,"R$ 4.356,00",68
15/10/2018,TARIFA BANCARIA CESTA PJ 2,11018,,-49,90,"R$ 4.306,00",78
15/10/2018,CHEQUE COMPENSADO,441,,-734,45,"R$ 3.572,00",33
16/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,67,70,,"R$ 3.640,00",3
16/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,124,11,,"R$ 3.764,00",14
17/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,9,81,,"R$ 3.773,00",95
17/10/2018,RECIBO RETIRADA CB ESPECIE,1,,-388,64,"R$ 3.385,00",31
17/10/2018,SAQUE COM CARTAO CB ESPECIE,5882080,,-1000,0,"R$ 2.385,00",31
18/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,44,15,,"R$ 2.429,00",46
19/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,57,88,,"R$ 2.487,00",34
22/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,86,34,,"R$ 2.573,00",68
22/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,99,9,,"R$ 2.672,00",77
23/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,67,70,,"R$ 2.740,00",47
23/10/2018,CHEQUE COMPENSADO,440,,-1080,0,"R$ 1.660,00",47
24/10/2018,CARTAO VISA ELECTRON CIELO SA,9338296,98,11,,"R$ 1.758,00",58
24/10/2018,CHEQUE COMPENSADO,389,,-1250,0,"R$ 508,00",58
26/10/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,700,0,,"R$ 1.208,00",58
29/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,23,55,,"R$ 1.232,00",13
29/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,57,88,,"R$ 1.290,00",1
29/10/2018,CHEQUE COMPENSADO,438,,-500,0,"R$ 790,00",1
29/10/2018,CHEQUE COMPENSADO,446,,-1138,0,"-R$ 347,00",99
29/10/2018,DEVOL CHQ COMPE IRREGUL,446,1138,0,,"R$ 790,00",1
30/10/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,400,0,,"R$ 1.190,00",1
30/10/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,76,4,,"R$ 1.266,00",5
31/10/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,54,94,,"R$ 1.320,00",99
01/11/2018,CIELO VDA CREDITO MASTER CIELO SA,9338296,169,67,,"R$ 1.490,00",66
01/11/2018,CIELO MASTER ANTECIPACAO CIELO SA,9338296,11612,95,,"R$ 13.103,00",61
01/11/2018,CIELO VISA ANTECIPACAO CIELO SA,9338296,2559,37,,"R$ 15.662,00",98
01/11/2018,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,106,32,,"R$ 15.769,00",30
01/11/2018,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,329,31,,"R$ 16.098,00",61
05/11/2018,TED-TRANSF ELET DISPON REMET.CIELO S.A.,2905978,0,1,,"R$ 16.098,00",62
05/11/2018,CARTAO VISA ELECTRON CIELO SA,9338296,17,66,,"R$ 16.116,00",28
05/11/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,135,58,,"R$ 16.251,00",86
05/11/2018,CIELO VDA CREDITO MASTER CIELO SA,9338296,682,36,,"R$ 16.934,00",22
05/11/2018,CIELO VDA CREDITO ELO CIELO SA,9338296,107,79,,"R$ 17.042,00",1
05/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,63,77,,"R$ 17.105,00",78
05/11/2018,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,5,,-465,21,"R$ 16.640,00",57
05/11/2018,PAGTO ELETRONICO TRIBUTO INTERNET --RECEITA FEDERAL/SP,5301128,,-25,0,"R$ 16.615,00",57
05/11/2018,CHEQUE COMPENSADO,392,,-4700,0,"R$ 11.915,00",57
06/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,298,95,,"R$ 12.214,00",52
06/11/2018,SAQUE C/C BDN Ag05882maq026085seq0049006111414,6085490,,-2500,0,"R$ 9.714,00",52
06/11/2018,SAQUE C/C BDN Ag05882maq026085seq0049506111416,6085495,,-2500,0,"R$ 7.214,00",52
07/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,19,62,,"R$ 7.234,00",14
07/11/2018,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-29,92,"R$ 7.204,00",22
08/11/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,72,11,,"R$ 7.276,00",33
09/11/2018,TARIFA BANCARIA TAR ENTREGA TAL DOMICILIO,1100001,,-8,20,"R$ 7.268,00",13
12/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,22,7,,"R$ 7.290,00",20
12/11/2018,CHEQUE COMPENSADO,447,,-1138,0,"R$ 6.152,00",20
12/11/2018,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-182,89,"R$ 5.969,00",31
13/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,16,68,,"R$ 5.985,00",99
13/11/2018,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-28,19,"R$ 5.957,00",80
14/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,21,58,,"R$ 5.979,00",38
14/11/2018,TARIFA BANCARIA CESTA PJ 2,11118,,-49,90,"R$ 5.929,00",48
16/11/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,123,88,,"R$ 6.053,00",36
16/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,85,36,,"R$ 6.138,00",72
16/11/2018,SAQUE C/C BDN Ag05882maq026085seq0587316111054,6085873,,-2000,0,"R$ 4.138,00",72
16/11/2018,SAQUE C/C BDN Ag05882maq026085seq0587816111056,6085878,,-1000,0,"R$ 3.138,00",72
16/11/2018,CHEQUE COMPENSADO,444,,-1284,0,"R$ 1.854,00",72
16/11/2018,CHEQUE COMPENSADO,449,,-1138,0,"R$ 716,00",72
19/11/2018,CARTAO VISA ELECTRON CIELO SA,9338296,27,47,,"R$ 744,00",19
19/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,64,75,,"R$ 808,00",94
19/11/2018,CHEQUE COMPENSADO,442,,-734,45,"R$ 74,00",49
22/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,14,23,,"R$ 88,00",72
26/11/2018,CONTA DE AGUA CAERN/RN-07448376,744837,,-48,91,"R$ 39,00",81
27/11/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,52,0,,"R$ 91,00",81
27/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,17,66,,"R$ 109,00",47
28/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 138,00",90
28/11/2018,CHEQUE COMPENSADO,448,,-1138,0,"-R$ 999,00",10
29/11/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,1000,0,,"R$ 0,00",90
29/11/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,1000,0,,"R$ 1.000,00",90
29/11/2018,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,1000,0,,"R$ 2.000,00",90
30/11/2018,CARTAO VISA ELECTRON CIELO SA,9338296,98,11,,"R$ 2.099,00",1
30/11/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,307,77,,"R$ 2.406,00",78
30/11/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,472,20,,"R$ 2.878,00",98
30/11/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,26,10,,"R$ 2.905,00",8
30/11/2018,CIELO MASTER ANTECIPACAO CIELO SA,9338296,10083,86,,"R$ 12.988,00",94
30/11/2018,CIELO VISA ANTECIPACAO CIELO SA,9338296,1457,97,,"R$ 14.446,00",91
30/11/2018,CHEQUE COMPENSADO,451,,-1800,0,"R$ 12.646,00",91
03/12/2018,CARTAO VISA ELECTRON CIELO SA,9338296,85,6,,"R$ 12.731,00",97
03/12/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,89,72,,"R$ 12.821,00",69
03/12/2018,CIELO VDA CREDITO MASTER CIELO SA,9338296,668,87,,"R$ 13.490,00",56
03/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,167,76,,"R$ 13.658,00",32
03/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,312,48,,"R$ 13.970,00",80
03/12/2018,CIELO HIPER CREDITO CIELO SA,9338296,43,61,,"R$ 14.014,00",41
03/12/2018,SAQUE C/C BDN Ag05882maq026085seq0546703121522,6085467,,-2500,0,"R$ 11.514,00",41
03/12/2018,SAQUE C/C BDN Ag05882maq026085seq0547403121524,6085474,,-2500,0,"R$ 9.014,00",41
03/12/2018,SAQUE C/C BDN Ag05882maq026085seq0547903121526,6085479,,-2500,0,"R$ 6.514,00",41
03/12/2018,SAQUE C/C BDN Ag05882maq026085seq0548403121527,6085484,,-2500,0,"R$ 4.014,00",41
03/12/2018,TAR ADIANT.DEPOSITANTE ADIANT.DEPOSITANTE,281118,,-63,0,"R$ 3.951,00",41
04/12/2018,CARTAO VISA ELECTRON CIELO SA,9338296,194,74,,"R$ 4.146,00",15
04/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,78,49,,"R$ 4.224,00",64
04/12/2018,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,6,,-465,2,"R$ 3.759,00",62
05/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,125,59,,"R$ 3.885,00",21
05/12/2018,ENCARGOS DESCOBERTO CC,181205,,-7,63,"R$ 3.877,00",58
07/12/2018,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-29,92,"R$ 3.847,00",66
10/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,59,36,,"R$ 3.907,00",2
10/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,115,78,,"R$ 4.022,00",80
11/12/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,48,86,,"R$ 4.071,00",66
11/12/2018,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-157,24,"R$ 3.914,00",42
12/12/2018,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-29,40,"R$ 3.885,00",2
13/12/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,309,95,,"R$ 4.194,00",97
13/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,73,59,,"R$ 4.268,00",56
13/12/2018,CIELO MASTER ANTECIPACAO CIELO SA,9338296,5844,85,,"R$ 10.113,00",41
13/12/2018,CIELO VISA ANTECIPACAO CIELO SA,9338296,1528,26,,"R$ 11.641,00",67
13/12/2018,SAQUE C/C BDN Ag05882maq026085seq0592013121654,6085920,,-1250,0,"R$ 10.391,00",67
13/12/2018,SAQUE C/C BDN Ag05882maq026085seq0592413121656,6085924,,-1250,0,"R$ 9.141,00",67
13/12/2018,SAQUE C/C BDN Ag05882maq026085seq0592813121657,6085928,,-1250,0,"R$ 7.891,00",67
13/12/2018,SAQUE C/C BDN Ag05882maq026085seq0593213121658,6085932,,-1250,0,"R$ 6.641,00",67
13/12/2018,SAQUE C/C BDN Ag05882maq026085seq0593613121700,6085936,,-1250,0,"R$ 5.391,00",67
13/12/2018,SAQUE C/C BDN Ag05882maq026085seq0594013121701,6085940,,-750,0,"R$ 4.641,00",67
14/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,30,90,,"R$ 4.672,00",57
14/12/2018,TARIFA BANCARIA CESTA PJ 2,31218,,-49,90,"R$ 4.622,00",67
17/12/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,44,15,,"R$ 4.666,00",82
17/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,14,23,,"R$ 4.681,00",5
17/12/2018,PAGTO ELETRON  COBRANCA ERIEUDES,7,,-2328,24,"R$ 2.352,00",81
17/12/2018,CHEQUE COMPENSADO,390,,-850,0,"R$ 1.502,00",81
17/12/2018,CHEQUE COMPENSADO,443,,-734,45,"R$ 768,00",36
17/12/2018,CHEQUE COMPENSADO,445,,-3150,0,"-R$ 2.381,00",64
17/12/2018,DEVOLUCAO CHQ SEM FUNDOS 11-CHQ.S/FUNDOS 1A.APRES.,445,3150,0,,"R$ 768,00",36
17/12/2018,TAXA DEVOLUCAO DE CHEQUE,445,,0,35,"R$ 768,00",1
18/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,59,85,,"R$ 827,00",86
19/12/2018,CARTAO VISA ELECTRON CIELO SA,9338296,103,1,,"R$ 930,00",87
19/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,103,50,,"R$ 1.034,00",37
20/12/2018,CARTAO VISA ELECTRON CIELO SA,9338296,186,41,,"R$ 1.220,00",78
20/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,301,20,,"R$ 1.521,00",98
20/12/2018,TARIFA BANCARIA DEVOLUCAO CHEQUE,445,,-33,50,"R$ 1.488,00",48
20/12/2018,CHEQUE COMPENSADO,452,,-1800,0,"-R$ 311,00",52
21/12/2018,CARTAO VISA ELECTRON CIELO SA,9338296,36,30,,"-R$ 275,00",22
21/12/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,293,35,,"R$ 18,00",13
21/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,94,19,,"R$ 112,00",32
21/12/2018,CHEQUE COMPENSADO,445,,-3150,0,"-R$ 3.037,00",68
21/12/2018,DEVOLUCAO CHQ SEM FUNDOS 12-CHQ.S/FUNDOS 2A.APRES.,445,3150,0,,"R$ 112,00",32
21/12/2018,TAXA DEVOLUCAO DE CHEQUE,445,,0,35,"R$ 111,00",97
21/12/2018,CONTA DE AGUA CAERN/RN-07448376,744837,,-39,99,"R$ 71,00",98
24/12/2018,CIELO VDA DEBITO ELO CIELO SA,9338296,462,9,,"R$ 534,00",7
26/12/2018,CARTAO VISA ELECTRON CIELO SA,9338296,323,76,,"R$ 857,00",83
26/12/2018,RECEBIMENTO FORNECEDOR CIELO SA,9338296,309,65,,"R$ 1.167,00",48
26/12/2018,CIELO VDA DEBITO MASTER CIELO SA,9338296,39,24,,"R$ 1.206,00",72
02/01/2019,CARTAO VISA ELECTRON CIELO SA,9338296,58,87,,"R$ 13.921,00",67
02/01/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,24,4,,"R$ 13.945,00",71
02/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,351,24,,"R$ 14.296,00",95
02/01/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,3451,40,,"R$ 17.748,00",35
02/01/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,592,71,,"R$ 18.341,00",6
03/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,91,24,,"R$ 18.432,00",30
03/01/2019,TAR ADIANT.DEPOSITANTE ADIANT.DEPOSITANTE,201218,,-63,0,"R$ 18.369,00",30
03/01/2019,CHEQUE COMPENSADO,450,,-1139,0,"R$ 17.230,00",30
04/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,102,3,,"R$ 17.332,00",33
04/01/2019,ENCARGOS DESCOBERTO CC,190104,,-2,36,"R$ 17.329,00",97
07/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,83,39,,"R$ 17.413,00",36
07/01/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-29,92,"R$ 17.383,00",44
08/01/2019,CARTAO VISA ELECTRON CIELO SA,9338296,39,24,,"R$ 17.422,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0293409011640,6085934,,-1000,0,"R$ 16.422,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0294209011645,6085942,,-1000,0,"R$ 15.422,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0294709011649,6085947,,-1000,0,"R$ 14.422,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0295209011650,6085952,,-1250,0,"R$ 13.172,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0295709011651,6085957,,-1250,0,"R$ 11.922,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0296209011653,6085962,,-1250,0,"R$ 10.672,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0296709011654,6085967,,-1250,0,"R$ 9.422,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0297209011656,6085972,,-1250,0,"R$ 8.172,00",68
09/01/2019,SAQUE C/C BDN Ag05882maq026085seq0297709011658,6085977,,-750,0,"R$ 7.422,00",68
09/01/2019,RECIBO RETIRADA CB ESPECIE,1,,-1865,32,"R$ 5.557,00",36
09/01/2019,TARIFA INCLUSAO CCF PJ TARIFA INCLUSAO NO CCF PJ,70119,,-37,45,"R$ 5.519,00",91
10/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,78,49,,"R$ 5.598,00",40
10/01/2019,CHEQUE COMPENSADO,455,,-891,0,"R$ 4.707,00",40
10/01/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-170,84,"R$ 4.536,00",56
11/01/2019,SAQUE C/C BDN Ag05882maq026085seq0366811011034,6085668,,-1250,0,"R$ 3.286,00",56
11/01/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-30,88,"R$ 3.255,00",68
14/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,19,62,,"R$ 3.275,00",30
